Kind,Name,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFile,CountDeclFileCode,CountDeclFileHeader,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodDefault,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountLine_Html,CountLineInactive,CountLine_Javascript,CountLine_Php,CountLinePreprocessor,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtEmpty,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Virtual Function,CCoinsViewDBCursor::Next,,,,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,0,,,,6,,,1,3,1,,,,0,0,5,,2,2,3,0,,,0,3,,,2,2,3,1,,0,,,,,0,,,1,0,,0.17,,,,
Public Virtual Const Function,CCoinsViewDBCursor::Valid,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Virtual Function,CCoinsViewDBCursor::~CCoinsViewDBCursor,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,0,,,,1,,,1,0,0,,,,0,0,2,,1,0,0,0,,,0,0,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Class,CCoinsViewErrorCatcher,0,5,2,0,14,5,1,1,1,1,,7,0,5,2,1,4,0,,0,0,,,,,2,0,,0,0,,0,,2,15,1,,0,,0,0,,2,,,,,,,,,19,,,,0,,,,14,,,3,6,5,,,,0,0,,,,,6,2,,,0,4,,,,,,,,,2,2,2,1,,,2,,,0,0.36,3,3,3,2
Public Function,CCoinsViewErrorCatcher::CCoinsViewErrorCatcher,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,1,0,0,,,,0,0,2,,1,0,0,0,,,0,0,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Virtual Const Function,CCoinsViewErrorCatcher::GetCoins,,,,0,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,0,,,,9,,,1,6,4,,,,0,0,6,,2,4,4,0,,,0,4,,,2,2,2,1,,1,,,,,0,,,0,0,,0.44,,,,
Class,CCoinsViewMemPool,0,4,1,1,21,3,1,1,2,1,,5,0,4,1,1,3,0,,0,0,,,,,3,1,,0,1,,0,,3,16,2,,0,,0,0,,3,,,,,,,,,25,,,,1,,,,21,,,8,6,3,,,,0,0,,,,,10,4,,,0,6,,,,,,,,,2,2,3,1,,,2,,,0,0.14,4,4,6,3
Public Function,CCoinsViewMemPool::CCoinsViewMemPool,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,0,,,,1,,,1,0,0,,,,0,0,3,,1,0,0,0,,,0,0,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Virtual Const Function,CCoinsViewMemPool::GetCoins,,,,0,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,,,,0,,,,8,,,1,5,3,,,,0,0,6,,2,4,5,0,,,0,5,,,2,2,3,1,,1,,,,,0,,,1,0,,0.38,,,,
Public Virtual Const Function,CCoinsViewMemPool::HaveCoins,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,1,1,0,,,,0,0,3,,1,1,1,0,,,0,1,,,1,1,2,1,,0,,,,,0,,,0,0,,0.00,,,,
Class,CCoinsViewTest,0,8,0,4,39,3,2,2,3,1,,9,0,8,0,1,6,0,,0,0,,,,,4,2,,2,0,,0,,4,10,3,,0,,0,0,,4,,,,,,,,,46,,,,4,,,,39,,,9,18,3,,,,0,0,,,,,27,8,,,1,18,,,,,,,,,5,5,6,3,,,1,,,50,0.08,10,10,12,6
Public Function,CCoinsViewTest::BatchWrite,,,,0,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,17,,,,0,,,,15,,,1,9,2,,,,0,0,10,,8,7,11,0,,,1,10,,,5,5,6,1,,0,,,,,0,,,3,0,,0.13,,,,
Public Const Function,CCoinsViewTest::GetBestBlock,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Const Function,CCoinsViewTest::GetCoins,,,,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,,,,0,,,,12,,,2,7,1,,,,0,0,6,,3,5,7,1,,,0,6,,,3,3,4,3,,2,,,,,2,,,1,2,,0.08,,,,
Public Const Function,CCoinsViewTest::HaveCoins,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,2,1,0,,,,0,0,3,,1,2,2,1,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Struct,CCombinedBan,0,0,0,0,4,0,0,0,0,0,,0,0,0,0,0,2,0,,0,0,,,,,0,2,,0,0,,2,,0,0,0,,0,,0,0,,0,,,,,,,,,4,,,,0,,,,4,,,3,0,0,,,,0,0,,,,,2,2,,,0,0,,,,,,,,,0,0,0,0,,,0,,,0,0.00,0,0,0,0
Class,CCompactSize,0,2,0,3,18,0,1,1,1,1,,2,0,2,0,0,0,0,,0,0,,,,,4,1,,0,1,,0,,4,4,2,,0,,0,0,,4,,,,,,,,,21,,,,3,,,,18,,,8,3,0,,,,0,0,,,,,8,5,,,0,3,,,,,,,,,1,1,1,1,,,0,,,0,0.00,4,4,4,4
Public Function,CCompactSize::CCompactSize,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,0,,,,1,,,1,0,0,,,,0,0,2,,1,0,0,0,,,0,0,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Const Function,CCompactSize::GetSerializeSize,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Const Function Template,CCompactSize::Serialize,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Function Template,CCompactSize::Unserialize,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,0,,,,3,,,1,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Class,CConnectionFailed,0,3,0,2,7,0,1,1,1,1,,3,0,3,0,1,1,0,,0,0,,,,,1,0,,0,0,,0,,1,1,0,,0,,0,0,,1,,,,,,,,,9,,,,2,,,,7,,,4,0,0,,,,0,0,,,,,1,1,,,0,0,,,,,,,,,1,1,1,1,,,1,,,0,0.00,1,1,1,1
Explicit Public Function,CConnectionFailed::CConnectionFailed,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,0,,,,3,,,3,0,0,,,,0,0,2,,1,0,0,0,,,0,0,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Class,CCriticalSection,0,3,0,0,7,0,1,1,1,1,,3,0,3,0,1,0,0,,0,0,,,,,1,0,,0,0,,0,,1,4,0,,0,,0,0,,1,,,,,,,,,7,,,,0,,,,7,,,2,1,0,,,,0,0,,,,,2,1,,,0,1,,,,,,,,,1,1,1,1,,,2,,,0,0.00,1,1,1,1
Public Function,CCriticalSection::~CCriticalSection,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,,,0,,,,3,,,1,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Class,CCrypter,2,10,1,23,99,11,2,2,2,1,,14,2,10,1,0,7,0,,0,0,,,,,8,3,,3,0,,0,,8,8,3,,0,,1,0,,7,,,,,,,,,132,,,,23,,,,99,,,26,55,11,,,,0,0,,,,,73,20,,,0,53,,,,,,,,,4,4,6,3,,,0,,,16,0.11,19,19,23,14
Private Const Function,CCrypter::BytesToKeySHA512AES,,,,5,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,26,,,,5,,,,17,,,4,12,4,,,,0,0,10,,5,13,16,3,,,0,13,,,4,4,6,1,,1,,,,,0,,,1,0,,0.24,,,,
Public Function,CCrypter::CCrypter,,,,1,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,1,,,,6,,,1,3,3,,,,0,0,4,,1,3,3,0,,,0,3,,,1,1,1,1,,0,,,,,0,,,0,0,,0.50,,,,
Public Function,CCrypter::CleanKey,,,,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,,,,0,,,,6,,,1,3,0,,,,0,0,2,,1,3,3,0,,,0,3,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Const Function,CCrypter::Decrypt,,,,3,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,,,,3,,,,13,,,3,9,1,,,,0,0,6,,3,8,10,2,,,0,8,,,3,3,3,3,,2,,,,,2,,,1,2,,0.08,,,,
Public Const Function,CCrypter::Encrypt,,,,3,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,17,,,,3,,,,12,,,3,8,2,,,,0,0,6,,3,7,9,2,,,0,7,,,3,3,3,3,,2,,,,,2,,,1,2,,0.17,,,,
Public Function,CCrypter::SetKey,,,,2,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,,,,2,,,,9,,,1,6,0,,,,0,0,4,,2,5,6,0,,,0,6,,,2,2,3,1,,1,,,,,0,,,1,0,,0.00,,,,
Public Function,CCrypter::SetKeyFromPassphrase,,,,3,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,19,,,,3,,,,16,,,2,11,0,,,,0,0,5,,5,8,11,1,,,0,10,,,4,4,5,3,,2,,,,,2,,,1,2,,0.00,,,,
Public Function,CCrypter::~CCrypter,,,,1,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,,,,1,,,,6,,,1,3,0,,,,0,0,4,,1,3,3,0,,,0,3,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Class,CCryptoKeyStore,0,13,0,22,200,9,2,2,3,2,,14,0,13,0,1,8,1,,0,0,,,,,13,5,,4,0,,1,,13,39,6,,0,,0,3,,10,,,,,,,,,231,,,,22,,,,200,,,52,93,9,,,,0,0,,,,,127,42,,,1,84,,,,,,,,,7,7,9,6,,,2,,,66,0.04,38,38,41,31
Public Virtual Function,CCryptoKeyStore::AddCryptedKey,,,,1,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,,,,1,,,,10,,,2,4,0,,,,0,0,6,,2,4,5,1,,,0,4,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,
Public Virtual Function,CCryptoKeyStore::AddKeyPubKey,,,,3,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,20,,,,3,,,,17,,,4,9,0,,,,0,0,11,,5,8,12,3,,,0,9,,,5,5,5,5,,4,,,,,4,,,1,4,,0.00,,,,
Public Function,CCryptoKeyStore::CCryptoKeyStore,,,,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,0,,,,3,,,2,0,0,,,,0,0,5,,1,0,0,0,,,0,0,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Protected Function,CCryptoKeyStore::EncryptKeys,,,,1,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,23,,,,1,,,,22,,,6,13,0,,,,0,0,14,,4,11,14,5,,,0,9,,,4,4,5,4,,3,,,,,3,,,1,3,,0.00,,,,
Public Virtual Const Function,CCryptoKeyStore::GetKey,,,,1,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,17,,,,1,,,,16,,,4,8,0,,,,0,0,9,,3,7,9,3,,,0,6,,,3,3,3,3,,2,,,,,2,,,1,2,,0.00,,,,
Public Virtual Const Function,CCryptoKeyStore::GetKeys,,,,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,0,,,,15,,,1,8,0,,,,0,0,7,,3,6,8,0,,,0,8,,,3,3,3,1,,1,,,,,0,,,1,0,,0.00,,,,
Public Virtual Const Function,CCryptoKeyStore::GetPubKey,,,,1,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,18,,,,1,,,,16,,,2,8,1,,,,0,0,9,,3,7,9,1,,,0,8,,,3,3,3,3,,2,,,,,2,,,1,2,,0.06,,,,
Public Virtual Const Function,CCryptoKeyStore::HaveKey,,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,,,,0,,,,10,,,2,4,0,,,,0,0,6,,2,4,5,1,,,0,4,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,
Public Const Function,CCryptoKeyStore::IsCrypted,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Const Function,CCryptoKeyStore::IsLocked,,,,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,,,,0,,,,11,,,3,4,0,,,,0,0,5,,2,5,6,2,,,0,4,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,
Public Function,CCryptoKeyStore::Lock,,,,2,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,,,,2,,,,11,,,2,5,0,,,,0,0,6,,2,5,6,1,,,0,5,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,
Protected Function,CCryptoKeyStore::SetCrypted,,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,,,,0,,,,10,,,2,6,0,,,,0,0,5,,3,5,7,1,,,0,6,,,3,3,3,3,,2,,,,,2,,,1,2,,0.00,,,,
Protected Function,CCryptoKeyStore::Unlock,,,,1,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,37,,,,1,,,,36,,,7,23,0,,,,0,0,15,,21,21,27,6,,,1,20,,,7,7,9,6,,6,,,,,6,,,2,6,,0.00,,,,
Class,CDB,1,18,1,46,320,31,4,4,5,2,,21,1,18,1,0,6,1,,1,0,,,,,18,5,,0,5,,0,,19,19,0,,0,,2,8,,9,,,,,,,,,386,,,,46,,,,320,,,86,208,31,,,,0,0,,,,,239,71,,,0,168,,,,,,,,,17,17,19,8,,,0,,,70,0.10,67,67,80,32
Explicit Protected Function,CDB::CDB,,,,8,50,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,58,,,,8,,,,50,,,9,39,5,,,,0,0,22,,53,28,36,7,,,0,29,,,11,11,13,1,,1,,,,,0,,,3,0,,0.10,,,,
Public Function,CDB::Close,,,,2,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,17,,,,2,,,,15,,,2,9,0,,,,0,0,7,,5,7,10,1,,,0,9,,,4,4,4,1,,1,,,,,0,,,1,0,,0.00,,,,
Protected Function Template,CDB::Erase,,,,3,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,20,,,,3,,,,14,,,4,9,3,,,,0,0,10,,3,9,11,3,,,0,8,,,3,3,4,1,,1,,,,,0,,,1,0,,0.21,,,,
Protected Function Template,CDB::Exists,,,,3,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,3,,,,12,,,4,7,3,,,,0,0,9,,2,8,9,3,,,0,6,,,2,2,2,1,,1,,,,,0,,,1,0,,0.25,,,,
Public Function,CDB::Flush,,,,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,,,,2,,,,9,,,2,6,1,,,,0,0,2,,3,4,6,1,,,0,5,,,4,4,4,1,,1,,,,,0,,,1,0,,0.11,,,,
Protected Function,CDB::GetCursor,,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,0,,,,10,,,3,7,0,,,,0,0,2,,3,5,7,2,,,0,5,,,3,3,3,3,,2,,,,,2,,,1,2,,0.00,,,,
Protected Function Template,CDB::Read,,,,4,24,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,32,,,,4,,,,24,,,6,16,4,,,,0,0,11,,4,16,18,5,,,0,13,,,4,4,4,4,,4,,,,,3,,,1,3,,0.17,,,,
Protected Function,CDB::ReadAtCursor,,,,2,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,36,,,,2,,,,31,,,4,25,3,,,,0,0,14,,12,22,26,3,,,0,23,,,5,5,10,3,,2,,,,,2,,,1,2,,0.10,,,,
Public Function,CDB::ReadVersion,,,,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,0,,,,5,,,1,2,0,,,,0,0,3,,1,2,2,0,,,0,2,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Function,CDB::Rewrite,,,,3,77,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,82,,,,3,,,,77,,,21,54,8,,,,0,0,27,,1562,40,56,15,,,0,41,,,17,17,19,8,,10,,,,,10,,,5,10,,0.10,,,,
Public Function,CDB::TxnAbort,,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,8,,,2,5,0,,,,0,0,3,,2,4,5,1,,,0,4,,,2,2,3,1,,1,,,,,0,,,1,0,,0.00,,,,
Public Function,CDB::TxnBegin,,,,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,0,,,,10,,,2,7,0,,,,0,0,3,,3,5,7,1,,,0,6,,,3,3,4,3,,2,,,,,2,,,1,2,,0.00,,,,
Public Function,CDB::TxnCommit,,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,8,,,2,5,0,,,,0,0,3,,2,4,5,1,,,0,4,,,2,2,3,1,,1,,,,,0,,,1,0,,0.00,,,,
Protected Function Template,CDB::Write,,,,4,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,27,,,,4,,,,19,,,6,13,4,,,,0,0,10,,3,14,16,5,,,0,11,,,4,4,4,1,,1,,,,,0,,,1,0,,0.21,,,,
Public Function,CDB::WriteVersion,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,,,,0,,,,4,,,1,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Protected Function,CDB::~CDB,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,0,,,,1,,,1,1,0,,,,0,0,2,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Class,CDBBatch,1,7,0,7,32,3,1,1,1,1,,8,1,7,0,0,5,0,,0,0,,,,,3,2,,2,0,,0,,3,3,0,,12,,0,0,,3,,,,,,,,,42,,,,7,,,,32,,,15,9,3,,,,0,0,,,,,21,12,,,0,9,,,,,,,,,1,1,1,1,,,0,,,16,0.09,3,3,3,3
Public Function,CDBBatch::CDBBatch,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,0,,,,1,,,1,0,0,,,,0,0,4,,1,0,0,0,,,0,0,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Function Template,CDBBatch::Erase,,,,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,9,,,,1,,,,8,,,3,3,0,,,,0,0,7,,1,5,5,2,,,0,3,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Function Template,CDBBatch::Write,,,,2,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15,,,,2,,,,13,,,5,6,0,,,,0,0,9,,1,10,10,4,,,0,6,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Class,CDBEnv,1,15,0,29,256,29,3,3,3,1,,17,1,15,0,0,8,0,,0,0,,,,,17,7,,3,0,,4,,17,17,0,,0,,1,0,,16,,,,,,,,,311,,,,29,,,,256,,,84,160,29,,,,0,0,,,,,176,50,,,0,126,,,,,,,,,12,12,14,9,,,0,,,66,0.11,50,50,54,27
Public Function,CDBEnv::CDBEnv,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,0,,,,4,,,2,1,0,,,,0,0,7,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Function,CDBEnv::CheckpointLSN,,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,,,,0,,,,7,,,1,4,0,,,,0,0,3,,2,3,4,0,,,0,4,,,2,2,2,1,,1,,,,,0,,,1,0,,0.00,,,,
Public Function,CDBEnv::Close,,,,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,0,,,,4,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Function,CDBEnv::CloseDb,,,,0,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,0,,,,12,,,3,5,1,,,,0,0,3,,2,5,6,2,,,0,4,,,2,2,2,1,,0,,,,,0,,,1,0,,0.08,,,,
Private Function,CDBEnv::EnvShutdown,,,,1,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,,,,1,,,,11,,,2,8,0,,,,0,0,5,,5,5,8,1,,,0,7,,,4,4,4,1,,1,,,,,0,,,1,0,,0.00,,,,
Public Function,CDBEnv::Flush,,,,0,37,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,39,,,,0,,,,37,,,6,27,2,,,,0,0,16,,17,21,28,5,,,0,23,,,12,12,12,1,,2,,,,,0,,,3,0,,0.05,,,,
Public Function,CDBEnv::IsMock,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,0,,,,1,,,1,1,0,,,,0,0,1,,1,1,1,0,,,0,1,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Function,CDBEnv::MakeMock,,,,4,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31,,,,4,,,,27,,,10,24,0,,,,0,0,14,,4,14,16,1,,,0,15,,,3,3,3,1,,0,,,,,0,,,1,0,,0.00,,,,
Public Function,CDBEnv::Open,,,,5,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,44,,,,5,,,,39,,,12,36,2,,,,0,0,25,,5,24,27,2,,,0,25,,,4,4,4,3,,2,,,,,2,,,1,2,,0.05,,,,
Public Function,CDBEnv::RemoveDb,,,,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,1,,,,7,,,3,3,0,,,,0,0,6,,1,4,4,2,,,0,2,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Function,CDBEnv::Reset,,,,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,7,,,1,4,0,,,,0,0,3,,1,4,4,0,,,0,4,,,1,1,1,1,,0,,,,,0,,,0,0,,0.00,,,,
Public Function,CDBEnv::Salvage,,,,8,44,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,59,,,,8,,,,44,,,8,29,8,,,,0,0,13,,102,24,34,7,,,0,27,,,11,11,14,9,,10,,,,,10,,,3,10,,0.18,,,,
Public Function,CDBEnv::TxnBegin,,,,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,8,,,3,6,0,,,,0,0,2,,2,4,5,2,,,0,3,,,2,2,3,1,,1,,,,,0,,,1,0,,0.00,,,,
